Scale Factor,Sequence Length,Hidden Size,Loss Vector,Accuracy
5,10,2,"[0.9655276536941528, 0.8986313939094543, 0.8506232500076294, 0.8110392689704895, 0.7773897051811218, 0.7533879280090332, 0.7386624217033386, 0.7285943627357483, 0.7211498022079468, 0.7167195081710815]",0.755
5,10,4,"[0.4293229579925537, 0.44646042585372925, 0.411050409078598, 0.34721291065216064, 0.33777153491973877, 0.32996636629104614, 0.3242894411087036, 0.32295066118240356, 0.3196839988231659, 0.3175579905509949]",0.935
5,10,8,"[0.5628409385681152, 0.3512951731681824, 0.6017995476722717, 0.3225473463535309, 0.32778966426849365, 0.32286685705184937, 0.4239649176597595, 0.31903591752052307, 0.328050822019577, 0.3260871171951294]",0.84
5,10,16,"[0.37785354256629944, 0.3928094208240509, 0.3282674551010132, 0.3190462291240692, 0.3166430592536926, 0.3174743354320526, 0.31418028473854065, 0.31386855244636536, 0.3146267831325531, 0.3138120174407959]",0.955
5,10,32,"[1.2932209968566895, 1.3070770502090454, 1.3104894161224365, 1.311018943786621, 0.7173213362693787, 0.6932282447814941, 0.693202793598175, 0.693187952041626, 0.6931770443916321, 0.6931681632995605]",0.515
5,20,2,"[0.9113717079162598, 0.8682690262794495, 0.8333368301391602, 0.8076421618461609, 0.7891461253166199, 0.7758157849311829, 0.7685128450393677, 0.7583329677581787, 0.749146044254303, 0.7436668872833252]",0.525
5,20,4,"[0.90303635597229, 0.8082970380783081, 0.7923463582992554, 0.7952107191085815, 0.7672314643859863, 0.7515854239463806, 0.7426265478134155, 0.7466899752616882, 0.752630352973938, 0.715000331401825]",0.465
5,20,8,"[0.5338370203971863, 0.5894825458526611, 0.613304615020752, 0.6127515435218811, 0.6168352961540222, 0.6388473510742188, 0.6631166338920593, 0.6663122773170471, 0.6731927990913391, 0.6755715012550354]",0.56
5,20,16,"[0.5539810657501221, 0.6535704135894775, 0.6543766260147095, 0.65358567237854, 0.6778545379638672, 0.6808504462242126, 0.6826537847518921, 0.6839792132377625, 0.6872900128364563, 0.688683807849884]",0.525
5,20,32,"[0.8868879675865173, 0.8499114513397217, 0.981818437576294, 0.708018958568573, 0.7112700343132019, 0.7373300790786743, 0.7115816473960876, 0.721778154373169, 0.7402676343917847, 0.8005193471908569]",0.485
5,40,2,"[0.9510921239852905, 0.9041208028793335, 0.8419942855834961, 0.8017575740814209, 0.776781439781189, 0.7592173218727112, 0.7465688586235046, 0.7380066514015198, 0.7317649126052856, 0.7270211577415466]",0.455
5,40,4,"[0.9210468530654907, 0.884225606918335, 0.806380569934845, 0.8288353681564331, 0.7901230454444885, 0.768172025680542, 0.771554708480835, 0.8831221461296082, 0.7207067608833313, 0.7186703681945801]",0.775
5,40,8,"[0.5723558664321899, 0.5833061933517456, 0.6409409046173096, 0.585374653339386, 0.5850253701210022, 0.5708418488502502, 0.6266506910324097, 0.48265212774276733, 0.5877231955528259, 0.6132044792175293]",0.71
5,40,16,"[0.4362545609474182, 0.4115886092185974, 0.43853333592414856, 0.5155930519104004, 0.44120094180107117, 0.5365455150604248, 0.6000129580497742, 0.6174407005310059, 0.35304781794548035, 0.35648953914642334]",0.645
5,40,32,"[0.5228691697120667, 0.5055404305458069, 0.4987544119358063, 0.5366593599319458, 0.4903693199157715, 0.48177236318588257, 0.5071645379066467, 0.43801361322402954, 0.525921642780304, 0.46858978271484375]",0.8
5,80,2,"[0.8680750727653503, 0.8061120510101318, 0.7650129795074463, 0.7361016869544983, 0.7193110585212708, 0.7094675302505493, 0.7041056156158447, 0.7008867263793945, 0.69875168800354, 0.6972970962524414]",0.865
5,80,4,"[0.5525091886520386, 0.5721529722213745, 0.5987081527709961, 0.6154871582984924, 0.6276472806930542, 0.6365553140640259, 0.643723726272583, 0.6494232416152954, 0.6538269519805908, 0.6573504209518433]",0.515
5,80,8,"[0.43713632225990295, 0.4616674780845642, 0.4010723829269409, 0.3786514401435852, 0.36349236965179443, 0.35608816146850586, 0.35739484429359436, 0.36436545848846436, 0.3473670482635498, 0.3167380690574646]",0.865
5,80,16,"[0.5459447503089905, 0.603779673576355, 0.5381085276603699, 0.5373398065567017, 0.6525816321372986, 0.6097150444984436, 0.6304852366447449, 0.563734769821167, 0.6121422052383423, 0.5425847768783569]",0.595
5,80,32,"[0.5727116465568542, 0.6160189509391785, 0.5857871174812317, 0.5567249059677124, 0.5308815240859985, 0.5008739233016968, 0.48892083764076233, 0.45226794481277466, 0.4913543164730072, 0.46732449531555176]",0.845
5,160,2,"[0.5069213509559631, 0.5189614295959473, 0.5267021059989929, 0.5349434018135071, 0.535051703453064, 0.4541025459766388, 0.45332905650138855, 0.41304370760917664, 0.396910160779953, 0.3791629672050476]",0.83
5,160,4,"[0.5904948711395264, 0.6187514662742615, 0.6359618902206421, 0.647495687007904, 0.6555690169334412, 0.6606617569923401, 0.6038410663604736, 0.5682033896446228, 0.5378614664077759, 0.5166075229644775]",0.445
5,160,8,"[0.5554213523864746, 0.6058831810951233, 0.6260281205177307, 0.5204732418060303, 0.6514603495597839, 0.6001909375190735, 0.5710085034370422, 0.5775090456008911, 0.5263807773590088, 0.5055924654006958]",0.5
5,160,16,"[0.8497902154922485, 0.8533985614776611, 0.869598925113678, 0.8787208795547485, 0.8884835243225098, 0.8872394561767578, 0.8671296834945679, 0.8588340282440186, 0.7155709266662598, 0.824061393737793]",0.78
5,160,32,"[0.8292624950408936, 0.7882322072982788, 0.7673604488372803, 0.7500792741775513, 0.7333519458770752, 0.7228678464889526, 0.7115946412086487, 0.7100194692611694, 0.7082952260971069, 0.7021698355674744]",0.775
6,5,2,"[0.5098924040794373, 0.5105017423629761, 0.5117300748825073, 0.47298604249954224, 0.41948214173316956, 0.3834671676158905, 0.37326380610466003, 0.3713708519935608, 0.35704222321510315, 0.6612526178359985]",0.89
6,5,4,"[0.3855169415473938, 0.37140870094299316, 0.3575465977191925, 0.3471972346305847, 0.3394041359424591, 0.3349705934524536, 0.3313814699649811, 0.3280971944332123, 0.32472679018974304, 0.3230172097682953]",0.85
6,5,8,"[0.40030306577682495, 0.3329089283943176, 0.3229694068431854, 0.32071614265441895, 0.3165816366672516, 0.31555163860321045, 0.31470561027526855, 0.3142721652984619, 0.3137857913970947, 0.313646525144577]",0.91
6,5,16,"[0.3459070920944214, 0.3221077620983124, 0.31767696142196655, 0.31522274017333984, 0.3143687844276428, 0.31391802430152893, 0.31366175413131714, 0.3135188817977905, 0.3134995400905609, 0.313342422246933]",0.875
6,5,32,"[0.7807678580284119, 0.7043830752372742, 0.6948993802070618, 0.6937331557273865, 0.6934075355529785, 0.6933101415634155, 0.6932469010353088, 0.6932305097579956, 0.6933009028434753, 0.6931841969490051]",0.915
6,10,2,"[0.8340818881988525, 0.8300913572311401, 0.8969703316688538, 0.7577489614486694, 0.7605233192443848, 0.7549014091491699, 0.8965370655059814, 0.8989564180374146, 0.7414752840995789, 0.7720635533332825]",0.52
6,10,4,"[0.5346891283988953, 0.5726524591445923, 0.5991311073303223, 0.6083224415779114, 0.617793083190918, 0.6385971307754517, 0.6632627844810486, 0.6822854280471802, 0.6478726863861084, 0.6780191659927368]",0.69
6,10,8,"[0.45654165744781494, 0.49598801136016846, 0.3336257040500641, 0.3266585171222687, 0.32117390632629395, 0.3182404339313507, 0.6887364983558655, 0.3176955282688141, 0.3158770501613617, 0.3156150281429291]",0.975
6,10,16,"[0.3615354001522064, 0.3704189360141754, 0.31832870841026306, 0.31623589992523193, 0.6926501989364624, 0.6926010847091675, 0.6928340196609497, 0.692886471748352, 0.6928992867469788, 0.6929410099983215]",0.49
6,10,32,"[0.36183539032936096, 0.3182849884033203, 0.3272269070148468, 0.3245588541030884, 0.3138842284679413, 0.3151199519634247, 0.3189883530139923, 0.31603991985321045, 0.31762802600860596, 0.31566980481147766]",0.885
6,20,2,"[0.5109166502952576, 0.6028833389282227, 0.6116225719451904, 0.6185113191604614, 0.6222794055938721, 0.6260849833488464, 0.630788266658783, 0.6258795857429504, 0.5201478600502014, 0.4929999113082886]",0.56
6,20,4,"[1.1256626844406128, 1.1383219957351685, 1.1446000337600708, 1.145581603050232, 1.1441235542297363, 1.1439881324768066, 1.1369686126708984, 0.7752936482429504, 0.7708583474159241, 0.7742639780044556]",0.5
6,20,8,"[0.9855581521987915, 0.9285533428192139, 0.9965641498565674, 0.9722932577133179, 0.972662091255188, 0.9646162986755371, 0.9496835470199585, 1.090619444847107, 0.8725151419639587, 0.975585401058197]",0.71
6,20,16,"[0.58446204662323, 0.5690175890922546, 0.6271366477012634, 0.45712363719940186, 0.542015016078949, 0.5644498467445374, 0.5761663913726807, 0.5766902565956116, 0.5973543524742126, 0.634320855140686]",0.555
6,20,32,"[0.6173953413963318, 0.473182737827301, 0.46838176250457764, 0.44779735803604126, 0.6871160864830017, 0.6886588931083679, 0.6893999576568604, 0.6903981566429138, 0.6909261345863342, 0.6909802556037903]",0.495
6,40,2,"[0.9441097974777222, 0.906704843044281, 0.8987370729446411, 0.8803465366363525, 0.8673040866851807, 0.8564138412475586, 0.8481002449989319, 0.8436789512634277, 0.9236404895782471, 0.8559663891792297]",0.86
6,40,4,"[1.0708732604980469, 1.0105489492416382, 0.9612634181976318, 0.9311500787734985, 0.9194430112838745, 0.9026451110839844, 0.8936938047409058, 0.8874310851097107, 0.8684149980545044, 0.8610443472862244]",0.535
6,40,8,"[0.8716696500778198, 0.8357921838760376, 0.8124445676803589, 0.8211632966995239, 0.8334155678749084, 0.8277812600135803, 0.8256829977035522, 0.8629844784736633, 0.7550496459007263, 0.7381690740585327]",0.78
6,40,16,"[0.8729813098907471, 0.9711387157440186, 0.8280709385871887, 0.7727528214454651, 0.7600655555725098, 0.8684287071228027, 0.7534151077270508, 0.7966512441635132, 0.806237518787384, 0.7951589822769165]",0.47
6,40,32,"[0.5394574999809265, 0.5122418999671936, 0.5468836426734924, 0.6015985012054443, 0.6696635484695435, 0.5342414975166321, 0.5066734552383423, 0.4667981266975403, 0.4613288938999176, 0.396136611700058]",0.695
6,80,2,"[0.8644550442695618, 0.8071104884147644, 0.7677528262138367, 0.7409034371376038, 0.7245592474937439, 0.714479386806488, 0.7083166241645813, 0.7042125463485718, 0.7015413641929626, 0.6995537877082825]",0.895
6,80,4,"[0.5060486793518066, 0.6084951162338257, 0.6159957647323608, 0.6211841106414795, 0.6267508268356323, 0.6306552886962891, 0.6351610422134399, 0.6375936269760132, 0.6400872468948364, 0.6437282562255859]",0.49
6,80,8,"[0.5682575702667236, 0.6030391454696655, 0.5299661755561829, 0.5104491710662842, 0.48720788955688477, 0.454334020614624, 0.43673640489578247, 0.39296650886535645, 0.4196489751338959, 0.391189306974411]",0.61
6,80,16,"[0.7938292026519775, 0.7965988516807556, 0.7977042198181152, 0.8235740661621094, 0.8198760747909546, 0.9278304576873779, 1.0080924034118652, 1.0667543411254883, 1.190030813217163, 0.9277841448783875]",0.465
6,80,32,"[0.6070765256881714, 0.6082321405410767, 0.6525165438652039, 0.6456537246704102, 0.6438649296760559, 0.6231027841567993, 0.6389538049697876, 0.6410908699035645, 0.6462982892990112, 0.644106388092041]",0.59
6,160,2,"[0.4555496573448181, 0.3872050940990448, 0.35729628801345825, 0.34228622913360596, 0.33371424674987793, 0.3283691704273224, 0.3248455822467804, 0.32230934500694275, 0.320567786693573, 0.31944140791893005]",0.86
6,160,4,"[0.39750802516937256, 0.5066993236541748, 0.518274188041687, 0.5403715372085571, 0.56533282995224, 0.5299784541130066, 0.531916618347168, 0.5444467663764954, 0.5429165959358215, 0.5462327003479004]",0.63
6,160,8,"[1.050724983215332, 1.0684504508972168, 1.0292514562606812, 1.0523455142974854, 0.9002803564071655, 0.9552797079086304, 0.8305244445800781, 0.8458179235458374, 0.8251231908798218, 0.8525228500366211]",0.71
6,160,16,"[0.5465303659439087, 0.5520577430725098, 0.4773636758327484, 0.5794781446456909, 0.5999269485473633, 0.5915774703025818, 0.6287089586257935, 0.5714033246040344, 0.5987662672996521, 0.6067221164703369]",0.51
6,160,32,"[0.7663408517837524, 0.8082607388496399, 0.9051942825317383, 0.7645860910415649, 0.8622244596481323, 0.9399783611297607, 0.752151608467102, 0.853726863861084, 1.034203052520752, 0.751850426197052]",0.565
7,5,2,"[0.5045561790466309, 0.5021609663963318, 0.4904593229293823, 0.46784234046936035, 0.35621631145477295, 0.3404264748096466, 0.3322344720363617, 0.3267062306404114, 0.3235028088092804, 0.3212280869483948]",0.92
7,5,4,"[0.4502018690109253, 0.4859732389450073, 0.5207934975624084, 0.5456011891365051, 0.5575987696647644, 0.5754928588867188, 0.5882739424705505, 0.5997182726860046, 0.6067258715629578, 0.61461341381073]",0.775
7,5,8,"[1.143147587776184, 1.203456997871399, 1.247448444366455, 1.2699825763702393, 1.2854074239730835, 1.295264482498169, 1.3016222715377808, 1.3056256771087646, 1.308165192604065, 1.3097896575927734]",0.92
7,5,16,"[0.909664511680603, 0.7483630180358887, 0.7251313924789429, 0.7127196788787842, 0.7038633823394775, 0.7008175849914551, 0.6980287432670593, 0.6965532302856445, 0.6935364603996277, 0.6934158802032471]",0.885
7,5,32,"[0.7059205770492554, 0.6959647536277771, 0.6938093304634094, 0.6936915516853333, 0.6933379173278809, 0.6933119893074036, 0.6932004690170288, 0.6932762265205383, 0.693196177482605, 0.6933724284172058]",0.92
7,10,2,"[0.6155288219451904, 0.6261399984359741, 0.6349124312400818, 0.641960859298706, 0.6477310657501221, 0.6525322198867798, 0.6565608382225037, 0.6599922180175781, 0.6629188060760498, 0.6654030084609985]",0.48
7,10,4,"[0.48694127798080444, 0.49931690096855164, 0.5097975730895996, 0.4869069755077362, 0.5795205235481262, 0.5888868570327759, 0.5913562178611755, 0.5918627977371216, 0.5908578038215637, 0.5962061285972595]",0.505
7,10,8,"[0.9786056280136108, 0.948350191116333, 1.03693687915802, 0.9183825850486755, 1.059984564781189, 0.9314736127853394, 0.8906267881393433, 0.8700214624404907, 0.8974883556365967, 0.9429326057434082]",0.53
7,10,16,"[0.44756999611854553, 0.4627012014389038, 0.35984107851982117, 0.6129263043403625, 0.417627215385437, 0.6665005087852478, 0.36606329679489136, 0.3309270143508911, 0.3211125135421753, 0.3190000355243683]",0.89
7,10,32,"[0.842377781867981, 0.7345684170722961, 0.7004154324531555, 0.6979520320892334, 0.6945634484291077, 0.6933742761611938, 0.6934340596199036, 0.693320631980896, 0.6932647824287415, 0.6932494640350342]",0.915
7,20,2,"[0.5461012125015259, 0.5619865655899048, 0.5734117031097412, 0.5825884938240051, 0.5905964970588684, 0.5969310998916626, 0.6021600365638733, 0.6063003540039062, 0.6097150444984436, 0.6124268174171448]",0.465
7,20,4,"[0.4916009306907654, 0.5296893119812012, 0.5365703701972961, 0.5313980579376221, 0.5241217613220215, 0.5113085508346558, 0.6289624571800232, 0.6354272961616516, 0.6389645338058472, 0.6417312026023865]",0.53
7,20,8,"[0.9535674452781677, 0.8946444392204285, 0.8649566769599915, 0.7969721555709839, 0.7737348079681396, 0.7611982226371765, 0.7535009384155273, 0.7535483837127686, 0.7500557899475098, 0.7589364051818848]",0.465
7,20,16,"[0.5600385069847107, 0.5710988640785217, 0.5665310621261597, 0.570560097694397, 0.562755823135376, 0.5909965634346008, 0.5776839256286621, 0.5567976832389832, 0.5730900168418884, 0.5723148584365845]",0.52
7,20,32,"[1.0043072700500488, 0.8327974081039429, 0.8886472582817078, 0.8074377775192261, 1.0533174276351929, 0.9176785945892334, 0.8810224533081055, 0.7914912104606628, 0.7836530804634094, 0.7510784268379211]",0.59
7,40,2,"[0.49904489517211914, 0.5133708715438843, 0.5303826332092285, 0.5479426383972168, 0.557839035987854, 0.5643011331558228, 0.5709198713302612, 0.5751760601997375, 0.5723451972007751, 0.43298420310020447]",0.875
7,40,4,"[0.48033788800239563, 0.5344293117523193, 0.5526471734046936, 0.5598165988922119, 0.5547066926956177, 0.5602484345436096, 0.5634373426437378, 0.5596067309379578, 0.5599277019500732, 0.5544196367263794]",0.63
7,40,8,"[0.9720804691314697, 0.8890710473060608, 0.9754433631896973, 1.045480489730835, 1.0575703382492065, 0.9024358987808228, 0.8765977025032043, 0.887220025062561, 0.922614336013794, 0.9041998386383057]",0.535
7,40,16,"[0.47200146317481995, 0.5369752645492554, 0.5574413537979126, 0.5053325891494751, 0.5664099454879761, 0.4311293065547943, 0.5071666240692139, 0.5315861105918884, 0.38206419348716736, 0.4853428900241852]",0.595
7,40,32,"[0.8059098124504089, 0.8772174119949341, 0.8515782952308655, 0.8625152111053467, 0.9631379842758179, 0.9089246988296509, 0.9321635365486145, 1.0503731966018677, 0.912114143371582, 0.8594052791595459]",0.535
7,80,2,"[0.5146501064300537, 0.43437376618385315, 0.4442589282989502, 0.5426861643791199, 0.459468275308609, 0.46542155742645264, 0.4705989360809326, 0.47502565383911133, 0.4784909188747406, 0.4814497232437134]",0.5
7,80,4,"[1.0389505624771118, 1.0655032396316528, 1.0684452056884766, 0.8447617292404175, 0.8388684391975403, 0.8747092485427856, 0.8908162117004395, 0.8843623399734497, 0.8416485786437988, 0.8150041103363037]",0.825
7,80,8,"[1.0400502681732178, 1.050805926322937, 1.0583033561706543, 1.0896726846694946, 1.1503071784973145, 1.101396083831787, 1.183842658996582, 1.1722205877304077, 0.833778977394104, 1.1994435787200928]",0.84
7,80,16,"[0.9552723169326782, 0.8361433744430542, 0.85923171043396, 0.8643858432769775, 0.7706134915351868, 0.8440754413604736, 0.862716555595398, 0.7924692034721375, 0.8127245306968689, 0.7974981665611267]",0.56
7,80,32,"[0.5799204111099243, 0.6199431419372559, 0.5489347577095032, 0.6112185716629028, 0.5465389490127563, 0.5461186170578003, 0.5188254714012146, 0.5136427879333496, 0.5125873684883118, 0.5416227579116821]",0.535
7,160,2,"[0.42309123277664185, 0.4278838634490967, 0.4290204346179962, 0.43124380707740784, 0.43411770462989807, 0.44101682305336, 0.44731956720352173, 0.4732482433319092, 0.47007179260253906, 0.46720090508461]",0.61
7,160,4,"[0.5131269693374634, 0.5099114179611206, 0.5097026824951172, 0.5012468695640564, 0.4988063871860504, 0.4883289039134979, 0.45756322145462036, 0.4445827007293701, 0.4556959867477417, 0.46494078636169434]",0.87
7,160,8,"[0.5529338717460632, 0.546514630317688, 0.527367353439331, 0.4841180145740509, 0.4313466548919678, 0.3791111707687378, 0.3604542016983032, 0.3479428291320801, 0.3449503481388092, 0.3428356647491455]",0.85
7,160,16,"[0.5135697722434998, 0.5361061096191406, 0.559421181678772, 0.5283166766166687, 0.5987205505371094, 0.5791869759559631, 0.5894443392753601, 0.6078051924705505, 0.6379765272140503, 0.45568349957466125]",0.595
7,160,32,"[0.9076387882232666, 0.8839656114578247, 0.7868592739105225, 0.7394082546234131, 0.7290200591087341, 0.7187970280647278, 0.7069388031959534, 0.7011958956718445, 0.740849494934082, 0.7399969696998596]",0.675
8,5,2,"[0.4336486756801605, 0.4527912437915802, 0.4685762822628021, 0.47973567247390747, 0.4867148995399475, 0.4906490445137024, 0.49424129724502563, 0.4974993169307709, 0.4981876015663147, 0.49379050731658936]",0.475
8,5,4,"[1.045936107635498, 1.1750906705856323, 1.186724066734314, 0.9007098078727722, 1.2574363946914673, 1.2705457210540771, 1.2806835174560547, 1.2848811149597168, 1.2925552129745483, 1.2973535060882568]",0.895
8,5,8,"[0.8564428091049194, 0.865019679069519, 0.8966107368469238, 0.89820396900177, 0.889403760433197, 0.6999261379241943, 0.6990877389907837, 0.6979395151138306, 0.702501654624939, 0.6999086141586304]",0.9
8,5,16,"[0.748494565486908, 0.7050843238830566, 0.6954824328422546, 0.6943329572677612, 0.6938437223434448, 0.6935905814170837, 0.6934403777122498, 0.6933369040489197, 0.6932970881462097, 0.6932423114776611]",0.93
8,5,32,"[0.7169497609138489, 0.6962578296661377, 0.6944742798805237, 0.6938298940658569, 0.6935693621635437, 0.6934151649475098, 0.6933183073997498, 0.6932606101036072, 0.6932258009910583, 0.6931995749473572]",0.925
8,10,2,"[0.5188870429992676, 0.576237142086029, 0.5635812282562256, 0.6219516396522522, 0.630419909954071, 0.6381600499153137, 0.6446625590324402, 0.6501398086547852, 0.6547936797142029, 0.6587541103363037]",0.455
8,10,4,"[0.8544706106185913, 0.8350526094436646, 0.7969278693199158, 0.7773972749710083, 1.0367381572723389, 0.9631533622741699, 0.9296644330024719, 0.8272291421890259, 0.9252667427062988, 0.8876225352287292]",0.565
8,10,8,"[0.8877289295196533, 0.7918018698692322, 0.7845154404640198, 0.7898522019386292, 0.7946726679801941, 0.9780919551849365, 0.9626308679580688, 0.8498733043670654, 0.7401779890060425, 0.8637511730194092]",0.585
8,10,16,"[0.5692210793495178, 0.5794858932495117, 0.6000680327415466, 0.6249474883079529, 0.3827299475669861, 0.5052677392959595, 0.5604494214057922, 0.3543880879878998, 0.39811208844184875, 0.32139453291893005]",0.83
8,10,32,"[0.43897196650505066, 0.3479280173778534, 0.34388452768325806, 0.6888236999511719, 0.6498169302940369, 0.6920585632324219, 0.6922523379325867, 0.6923331022262573, 0.6922227740287781, 0.6910858750343323]",0.515
8,20,2,"[0.8934690952301025, 0.8642380833625793, 0.8423405885696411, 0.8278050422668457, 0.8167353272438049, 0.8080283403396606, 0.8013041019439697, 0.7957879304885864, 0.7912793159484863, 0.7883670330047607]",0.49
8,20,4,"[0.4667631983757019, 0.508253812789917, 0.5383518934249878, 0.5586275458335876, 0.5738614797592163, 0.5892743468284607, 0.6009445190429688, 0.6103693246841431, 0.6166490316390991, 0.6214922666549683]",0.495
8,20,8,"[0.8605800867080688, 0.8607637882232666, 0.8268377780914307, 0.8013139367103577, 0.875469446182251, 0.7849069833755493, 0.7810088992118835, 0.7749009132385254, 0.7780963182449341, 0.7791007161140442]",0.5
8,20,16,"[0.5597339868545532, 0.6189042329788208, 0.6124867796897888, 0.6291838884353638, 0.6344203948974609, 0.6354206800460815, 0.6304115653038025, 0.666655421257019, 0.5444231033325195, 0.50200355052948]",0.49
8,20,32,"[0.5744519829750061, 0.6346755027770996, 0.6226703524589539, 0.6390262842178345, 0.5066952705383301, 0.6438764333724976, 0.5576764345169067, 0.578266978263855, 0.5678693056106567, 0.5835165977478027]",0.535
8,40,2,"[0.4464256465435028, 0.47621819376945496, 0.4906545877456665, 0.48899510502815247, 0.49378538131713867, 0.49948620796203613, 0.5015294551849365, 0.5030784606933594, 0.5049932599067688, 0.491357684135437]",0.565
8,40,4,"[0.459246963262558, 0.4543710947036743, 0.44815516471862793, 0.4432191848754883, 0.4317339360713959, 0.4176689088344574, 0.4074851870536804, 0.39891982078552246, 0.38127052783966064, 0.3696679174900055]",0.795
8,40,8,"[0.8188561201095581, 0.8237296342849731, 0.7247326374053955, 0.7203406095504761, 0.7107347846031189, 0.7104486227035522, 0.7103474140167236, 0.7118892073631287, 0.7180197834968567, 0.7310559153556824]",0.455
8,40,16,"[0.9467589855194092, 0.9700121879577637, 0.8415018320083618, 0.8436267375946045, 0.7446297407150269, 0.7317160367965698, 0.8198369145393372, 0.812751054763794, 0.758733868598938, 0.7550133466720581]",0.605
8,40,32,"[0.8141711950302124, 0.9589005708694458, 0.921932578086853, 0.8861579895019531, 0.8156071901321411, 0.9264317750930786, 0.9095166921615601, 0.9181212782859802, 0.9499883651733398, 0.7681974172592163]",0.455
8,80,2,"[0.8144394755363464, 0.7804064750671387, 0.7572857737541199, 0.7432940006256104, 0.7334404587745667, 0.7263619303703308, 0.7207095623016357, 0.7162085771560669, 0.712634801864624, 0.7047221064567566]",0.755
8,80,4,"[1.0717841386795044, 0.9633852243423462, 0.951382040977478, 0.9401324987411499, 0.8547221422195435, 0.8284071683883667, 0.8081729412078857, 0.7962254285812378, 0.7870291471481323, 0.7824341058731079]",0.615
8,80,8,"[0.8074020743370056, 0.7794908285140991, 0.8064186573028564, 0.7785060405731201, 0.7488664984703064, 1.1334168910980225, 0.7729530930519104, 0.7310049533843994, 0.7229504585266113, 0.7466223239898682]",0.575
8,80,16,"[1.0352182388305664, 0.7643213272094727, 0.8369098901748657, 0.7379255294799805, 0.7237358689308167, 0.7545974254608154, 0.744289755821228, 0.7589551210403442, 0.980035662651062, 0.8039944171905518]",0.53
8,80,32,"[0.5170743465423584, 0.5976216197013855, 0.5787479281425476, 0.5172394514083862, 0.6532588601112366, 0.5721055269241333, 0.5278651714324951, 0.5614136457443237, 0.547678530216217, 0.6843434572219849]",0.62
8,160,2,"[1.158449411392212, 0.9364067316055298, 0.9047342538833618, 0.7719248533248901, 0.7526333928108215, 1.1644572019577026, 1.156923770904541, 1.0403534173965454, 0.89510178565979, 0.934238612651825]",0.795
8,160,4,"[0.8120370507240295, 0.7768275737762451, 0.7572973370552063, 0.7420609593391418, 0.7341600060462952, 0.7267924547195435, 0.7235921621322632, 0.7171459197998047, 0.7137609720230103, 0.7112306356430054]",0.505
8,160,8,"[0.5796065926551819, 0.593041181564331, 0.5883886814117432, 0.5713395476341248, 0.5562019348144531, 0.5533740520477295, 0.5542067885398865, 0.5332263112068176, 0.4745211601257324, 0.4881351888179779]",0.77
8,160,16,"[0.47510239481925964, 0.4894671142101288, 0.483690083026886, 0.5100879669189453, 0.5253088474273682, 0.5112371444702148, 0.48883163928985596, 0.46028029918670654, 0.47325706481933594, 0.44761770963668823]",0.72
8,160,32,"[0.45706290006637573, 0.586505115032196, 0.37483927607536316, 0.49561887979507446, 0.34682247042655945, 0.5019443035125732, 0.49186521768569946, 0.3405969440937042, 0.4583166539669037, 0.4439387619495392]",0.575
9,5,2,"[0.4904320240020752, 0.5022422075271606, 0.5266318321228027, 0.5343499183654785, 0.53877192735672, 0.5074450969696045, 0.6379534602165222, 0.4376126527786255, 0.4076232612133026, 0.38756075501441956]",0.79
9,5,4,"[0.42238181829452515, 0.407260537147522, 0.39534035325050354, 0.38350722193717957, 0.3767901062965393, 0.3739529848098755, 0.3708857595920563, 0.36529240012168884, 0.36176374554634094, 0.3557948172092438]",0.87
9,5,8,"[0.4330008327960968, 0.4104832112789154, 0.3983425498008728, 0.3723454773426056, 0.35290032625198364, 0.3444521129131317, 0.33643653988838196, 0.3331734538078308, 0.3265272080898285, 0.3237885534763336]",0.93
9,5,16,"[0.7704427242279053, 0.7682907581329346, 0.7092675566673279, 0.7031010985374451, 0.7005635499954224, 0.6996086835861206, 0.6944722533226013, 0.6965742111206055, 0.6934621334075928, 0.6946408748626709]",0.915
9,5,32,"[0.8985214233398438, 0.7778290510177612, 0.754065215587616, 0.7092445492744446, 0.7062246203422546, 0.6976927518844604, 0.695736289024353, 0.7034393548965454, 0.6942665576934814, 0.6933610439300537]",0.89
9,10,2,"[0.869590163230896, 0.8510947227478027, 0.8376973867416382, 0.824285626411438, 0.8148500919342041, 0.8053064346313477, 0.7964498400688171, 0.9581282138824463, 1.0976735353469849, 1.1199158430099487]",0.79
9,10,4,"[0.9190546274185181, 0.8786131143569946, 0.8143277168273926, 0.7788121700286865, 0.7541799545288086, 0.7377504110336304, 0.7246081829071045, 0.7162424921989441, 0.7120933532714844, 0.7090460062026978]",0.455
9,10,8,"[0.836549699306488, 0.8669642806053162, 0.9498766660690308, 0.7318641543388367, 0.7355706691741943, 0.7397750616073608, 0.7546933889389038, 0.7378047704696655, 1.1289594173431396, 1.159079670906067]",0.76
9,10,16,"[0.4360186457633972, 0.5236750245094299, 0.6251901984214783, 0.4846765398979187, 0.6043060421943665, 0.6665708422660828, 0.6066389083862305, 0.6747133731842041, 0.6833549737930298, 0.6863778829574585]",0.615
9,10,32,"[0.8383912444114685, 0.8902925252914429, 0.9486916065216064, 1.1412408351898193, 1.1627888679504395, 0.9175707101821899, 0.7242025136947632, 0.8908399343490601, 0.6999184489250183, 0.9136075377464294]",0.865
